# benchmark_initial -numRows=100000,200000,400000,800000,1600000,2000000,3000000,5000000 -updatable=false -pirType=Matrix
   numRows OfflineServerTime[us] OfflineClientTime[us]   OfflineBytes    ClientBytes  OnlineServerTime[us]  OnlineClientTime[us]    OnlineBytes
    100000                     0                    94            441             19                   432                   213           8026
    200000                     0                    94            441             21                   871                   279          10990
    400000                     0                    82            441              4                  1730                   359          15182
    800000                     0                    85            441              9                  3234                   437          21110
   1600000                     0                    94            441             18                 11394                  1230          29492
   2000000                     0                   100            441             18                 12555                  1163          32870
   3000000                     0                    84            440              5                 11296                   718          40062
   5000000                     1                    91            441             18                 18115                   937          51468
